Strike,Expiry,Type,Symbol,Last,Bid,Ask,Chg,PctChg,Vol,Open_Int,IV,Root,IsNonstandard,Underlying,Underlying_Price,Quote_Time,Last_Trade_Date,JSON
240.0,2023-09-08,call,TSLA230908C00240000,4.75,4.7,4.8,-2.9499998,-38.311687,1576.0,1233.0,0.44910218872070307,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:59:46,"{'contractSymbol': 'TSLA230908C00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 4.75, 'change': -2.9499998, 'percentChange': -38.311687, 'volume': 1576, 'openInterest': 1233, 'bid': 4.7, 'ask': 4.8, 'contractSize': 'REGULAR', 'expiration': 1694131200, 'lastTradeDate': 1692215986, 'impliedVolatility': 0.44910218872070307, 'inTheMoney': False}"
240.0,2023-09-08,put,TSLA230908P00240000,18.2,17.75,18.95,4.300001,30.93526,541.0,1616.0,0.4366511413574219,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:58:20,"{'contractSymbol': 'TSLA230908P00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 18.2, 'change': 4.300001, 'percentChange': 30.93526, 'volume': 541, 'openInterest': 1616, 'bid': 17.75, 'ask': 18.95, 'contractSize': 'REGULAR', 'expiration': 1694131200, 'lastTradeDate': 1692215900, 'impliedVolatility': 0.4366511413574219, 'inTheMoney': True}"
240.0,2023-09-15,call,TSLA230915C00240000,6.25,6.2,6.3,-3.0500002,-32.7957,5476.0,12786.0,0.4574639215087891,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:59:54,"{'contractSymbol': 'TSLA230915C00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 6.25, 'change': -3.0500002, 'percentChange': -32.7957, 'volume': 5476, 'openInterest': 12786, 'bid': 6.2, 'ask': 6.3, 'contractSize': 'REGULAR', 'expiration': 1694736000, 'lastTradeDate': 1692215994, 'impliedVolatility': 0.4574639215087891, 'inTheMoney': False}"
240.0,2023-09-15,put,TSLA230915P00240000,19.53,19.55,19.85,4.2300005,27.647062,1078.0,17706.0,0.421453539428711,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:58:53,"{'contractSymbol': 'TSLA230915P00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 19.53, 'change': 4.2300005, 'percentChange': 27.647062, 'volume': 1078, 'openInterest': 17706, 'bid': 19.55, 'ask': 19.85, 'contractSize': 'REGULAR', 'expiration': 1694736000, 'lastTradeDate': 1692215933, 'impliedVolatility': 0.421453539428711, 'inTheMoney': True}"
240.0,2023-09-22,call,TSLA230922C00240000,7.57,7.5,7.7,-3.2800002,-30.230415,461.0,533.0,0.4643608251953125,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:59:52,"{'contractSymbol': 'TSLA230922C00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 7.57, 'change': -3.2800002, 'percentChange': -30.230415, 'volume': 461, 'openInterest': 533, 'bid': 7.5, 'ask': 7.7, 'contractSize': 'REGULAR', 'expiration': 1695340800, 'lastTradeDate': 1692215992, 'impliedVolatility': 0.4643608251953125, 'inTheMoney': False}"
240.0,2023-09-22,put,TSLA230922P00240000,20.71,20.55,21.55,4.5099983,27.839493,110.0,477.0,0.44397528686523435,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:57:16,"{'contractSymbol': 'TSLA230922P00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 20.71, 'change': 4.5099983, 'percentChange': 27.839493, 'volume': 110, 'openInterest': 477, 'bid': 20.55, 'ask': 21.55, 'contractSize': 'REGULAR', 'expiration': 1695340800, 'lastTradeDate': 1692215836, 'impliedVolatility': 0.44397528686523435, 'inTheMoney': True}"
240.0,2023-09-29,call,TSLA230929C00240000,8.85,8.7,9.0,-3.3099995,-27.220388,279.0,752.0,0.46960979614257814,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:57:54,"{'contractSymbol': 'TSLA230929C00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 8.85, 'change': -3.3099995, 'percentChange': -27.220388, 'volume': 279, 'openInterest': 752, 'bid': 8.7, 'ask': 9.0, 'contractSize': 'REGULAR', 'expiration': 1695945600, 'lastTradeDate': 1692215874, 'impliedVolatility': 0.46960979614257814, 'inTheMoney': False}"
240.0,2023-09-29,put,TSLA230929P00240000,21.7,21.45,22.1,4.25,24.355299,512.0,302.0,0.42590906127929695,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:59:29,"{'contractSymbol': 'TSLA230929P00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 21.7, 'change': 4.25, 'percentChange': 24.355299, 'volume': 512, 'openInterest': 302, 'bid': 21.45, 'ask': 22.1, 'contractSize': 'REGULAR', 'expiration': 1695945600, 'lastTradeDate': 1692215969, 'impliedVolatility': 0.42590906127929695, 'inTheMoney': True}"
240.0,2023-10-20,call,TSLA231020C00240000,13.7,13.6,13.8,-3.750001,-21.489977,1246.0,8835.0,0.513554669189453,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:59:51,"{'contractSymbol': 'TSLA231020C00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 13.7, 'change': -3.750001, 'percentChange': -21.489977, 'volume': 1246, 'openInterest': 8835, 'bid': 13.6, 'ask': 13.8, 'contractSize': 'REGULAR', 'expiration': 1697760000, 'lastTradeDate': 1692215991, 'impliedVolatility': 0.513554669189453, 'inTheMoney': False}"
240.0,2023-10-20,put,TSLA231020P00240000,25.75,25.3,26.05,3.6499996,16.515835,925.0,7770.0,0.45862357788085945,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:53:22,"{'contractSymbol': 'TSLA231020P00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 25.75, 'change': 3.6499996, 'percentChange': 16.515835, 'volume': 925, 'openInterest': 7770, 'bid': 25.3, 'ask': 26.05, 'contractSize': 'REGULAR', 'expiration': 1697760000, 'lastTradeDate': 1692215602, 'impliedVolatility': 0.45862357788085945, 'inTheMoney': True}"
240.0,2023-11-17,call,TSLA231117C00240000,17.6,17.45,17.65,-3.9499989,-18.329462,452.0,1919.0,0.5149584637451172,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:57:50,"{'contractSymbol': 'TSLA231117C00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 17.6, 'change': -3.9499989, 'percentChange': -18.329462, 'volume': 452, 'openInterest': 1919, 'bid': 17.45, 'ask': 17.65, 'contractSize': 'REGULAR', 'expiration': 1700179200, 'lastTradeDate': 1692215870, 'impliedVolatility': 0.5149584637451172, 'inTheMoney': False}"
240.0,2023-11-17,put,TSLA231117P00240000,28.82,27.7,29.0,3.6299992,14.410477,254.0,2787.0,0.4495904650878906,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:58:59,"{'contractSymbol': 'TSLA231117P00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 28.82, 'change': 3.6299992, 'percentChange': 14.410477, 'volume': 254, 'openInterest': 2787, 'bid': 27.7, 'ask': 29.0, 'contractSize': 'REGULAR', 'expiration': 1700179200, 'lastTradeDate': 1692215939, 'impliedVolatility': 0.4495904650878906, 'inTheMoney': True}"
240.0,2023-12-15,call,TSLA231215C00240000,20.55,20.5,20.7,-4.33,-17.403538,419.0,7371.0,0.5105029418945313,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:57:00,"{'contractSymbol': 'TSLA231215C00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 20.55, 'change': -4.33, 'percentChange': -17.403538, 'volume': 419, 'openInterest': 7371, 'bid': 20.5, 'ask': 20.7, 'contractSize': 'REGULAR', 'expiration': 1702598400, 'lastTradeDate': 1692215820, 'impliedVolatility': 0.5105029418945313, 'inTheMoney': False}"
240.0,2023-12-15,put,TSLA231215P00240000,31.0,29.9,31.75,3.3899994,12.278157,866.0,10104.0,0.447698394165039,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:56:03,"{'contractSymbol': 'TSLA231215P00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 31.0, 'change': 3.3899994, 'percentChange': 12.278157, 'volume': 866, 'openInterest': 10104, 'bid': 29.9, 'ask': 31.75, 'contractSize': 'REGULAR', 'expiration': 1702598400, 'lastTradeDate': 1692215763, 'impliedVolatility': 0.447698394165039, 'inTheMoney': True}"
240.0,2024-01-19,call,TSLA240119C00240000,24.32,24.3,24.55,-4.09,-14.396339,332.0,9052.0,0.514653291015625,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:55:35,"{'contractSymbol': 'TSLA240119C00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 24.32, 'change': -4.09, 'percentChange': -14.396339, 'volume': 332, 'openInterest': 9052, 'bid': 24.3, 'ask': 24.55, 'contractSize': 'REGULAR', 'expiration': 1705622400, 'lastTradeDate': 1692215735, 'impliedVolatility': 0.514653291015625, 'inTheMoney': False}"
240.0,2024-01-19,put,TSLA240119P00240000,33.58,33.3,34.15,3.3000011,10.898286,303.0,7922.0,0.43530838134765626,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:59:41,"{'contractSymbol': 'TSLA240119P00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 33.58, 'change': 3.3000011, 'percentChange': 10.898286, 'volume': 303, 'openInterest': 7922, 'bid': 33.3, 'ask': 34.15, 'contractSize': 'REGULAR', 'expiration': 1705622400, 'lastTradeDate': 1692215981, 'impliedVolatility': 0.43530838134765626, 'inTheMoney': True}"
240.0,2024-03-15,call,TSLA240315C00240000,30.3,30.0,30.45,-4.6000023,-13.180521,167.0,9894.0,0.5260514924621582,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:55:49,"{'contractSymbol': 'TSLA240315C00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 30.3, 'change': -4.6000023, 'percentChange': -13.180521, 'volume': 167, 'openInterest': 9894, 'bid': 30.0, 'ask': 30.45, 'contractSize': 'REGULAR', 'expiration': 1710460800, 'lastTradeDate': 1692215749, 'impliedVolatility': 0.5260514924621582, 'inTheMoney': False}"
240.0,2024-03-15,put,TSLA240315P00240000,37.47,37.2,38.2,3.1100006,9.051224,12.0,2537.0,0.43256182678222654,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:56:01,"{'contractSymbol': 'TSLA240315P00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 37.47, 'change': 3.1100006, 'percentChange': 9.051224, 'volume': 12, 'openInterest': 2537, 'bid': 37.2, 'ask': 38.2, 'contractSize': 'REGULAR', 'expiration': 1710460800, 'lastTradeDate': 1692215761, 'impliedVolatility': 0.43256182678222654, 'inTheMoney': True}"
240.0,2024-06-21,call,TSLA240621C00240000,38.7,38.3,38.9,-4.549999,-10.520229,80.0,2582.0,0.5363510720825196,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:54:19,"{'contractSymbol': 'TSLA240621C00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 38.7, 'change': -4.549999, 'percentChange': -10.520229, 'volume': 80, 'openInterest': 2582, 'bid': 38.3, 'ask': 38.9, 'contractSize': 'REGULAR', 'expiration': 1718928000, 'lastTradeDate': 1692215659, 'impliedVolatility': 0.5363510720825196, 'inTheMoney': False}"
240.0,2024-06-21,put,TSLA240621P00240000,42.6,42.5,43.55,2.6499977,6.6332855,53.0,7949.0,0.4222775057983398,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 16:27:38,"{'contractSymbol': 'TSLA240621P00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 42.6, 'change': 2.6499977, 'percentChange': 6.6332855, 'volume': 53, 'openInterest': 7949, 'bid': 42.5, 'ask': 43.55, 'contractSize': 'REGULAR', 'expiration': 1718928000, 'lastTradeDate': 1692203258, 'impliedVolatility': 0.4222775057983398, 'inTheMoney': True}"
240.0,2024-09-20,call,TSLA240920C00240000,45.58,45.15,45.9,-4.5699997,-9.112661,98.0,749.0,0.5458266853332521,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:53:32,"{'contractSymbol': 'TSLA240920C00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 45.58, 'change': -4.5699997, 'percentChange': -9.112661, 'volume': 98, 'openInterest': 749, 'bid': 45.15, 'ask': 45.9, 'contractSize': 'REGULAR', 'expiration': 1726790400, 'lastTradeDate': 1692215612, 'impliedVolatility': 0.5458266853332521, 'inTheMoney': False}"
240.0,2024-09-20,put,TSLA240920P00240000,44.95,47.05,47.95,0.54999924,1.238737,1.0,1134.0,0.4180356048583984,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 14:25:57,"{'contractSymbol': 'TSLA240920P00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 44.95, 'change': 0.54999924, 'percentChange': 1.238737, 'volume': 1, 'openInterest': 1134, 'bid': 47.05, 'ask': 47.95, 'contractSize': 'REGULAR', 'expiration': 1726790400, 'lastTradeDate': 1692195957, 'impliedVolatility': 0.4180356048583984, 'inTheMoney': True}"
240.0,2025-01-17,call,TSLA250117C00240000,53.4,52.9,53.9,-5.049999,-8.639862,200.0,4763.0,0.5542189353942872,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:53:23,"{'contractSymbol': 'TSLA250117C00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 53.4, 'change': -5.049999, 'percentChange': -8.639862, 'volume': 200, 'openInterest': 4763, 'bid': 52.9, 'ask': 53.9, 'contractSize': 'REGULAR', 'expiration': 1737072000, 'lastTradeDate': 1692215603, 'impliedVolatility': 0.5542189353942872, 'inTheMoney': False}"
240.0,2025-01-17,put,TSLA250117P00240000,52.2,51.8,52.8,2.4000015,4.81928,36.0,8468.0,0.41252723709106437,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:58:11,"{'contractSymbol': 'TSLA250117P00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 52.2, 'change': 2.4000015, 'percentChange': 4.81928, 'volume': 36, 'openInterest': 8468, 'bid': 51.8, 'ask': 52.8, 'contractSize': 'REGULAR', 'expiration': 1737072000, 'lastTradeDate': 1692215891, 'impliedVolatility': 0.41252723709106437, 'inTheMoney': True}"
240.0,2025-06-20,call,TSLA250620C00240000,63.32,61.4,62.95,-4.6299973,-6.8138304,120.0,9167.0,0.5611768736267089,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:31:27,"{'contractSymbol': 'TSLA250620C00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 63.32, 'change': -4.6299973, 'percentChange': -6.8138304, 'volume': 120, 'openInterest': 9167, 'bid': 61.4, 'ask': 62.95, 'contractSize': 'REGULAR', 'expiration': 1750377600, 'lastTradeDate': 1692214287, 'impliedVolatility': 0.5611768736267089, 'inTheMoney': False}"
240.0,2025-06-20,put,TSLA250620P00240000,56.67,56.75,58.15,3.0199966,5.6290708,2.0,4593.0,0.4065916275024414,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 17:23:37,"{'contractSymbol': 'TSLA250620P00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 56.67, 'change': 3.0199966, 'percentChange': 5.6290708, 'volume': 2, 'openInterest': 4593, 'bid': 56.75, 'ask': 58.15, 'contractSize': 'REGULAR', 'expiration': 1750377600, 'lastTradeDate': 1692206617, 'impliedVolatility': 0.4065916275024414, 'inTheMoney': True}"
240.0,2025-12-19,call,TSLA251219C00240000,71.4,71.05,72.05,-5.8499985,-7.5728135,151.0,900.0,0.5698437791442872,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:59:14,"{'contractSymbol': 'TSLA251219C00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 71.4, 'change': -5.8499985, 'percentChange': -7.5728135, 'volume': 151, 'openInterest': 900, 'bid': 71.05, 'ask': 72.05, 'contractSize': 'REGULAR', 'expiration': 1766102400, 'lastTradeDate': 1692215954, 'impliedVolatility': 0.5698437791442872, 'inTheMoney': False}"
240.0,2025-12-19,put,TSLA251219P00240000,62.2,61.9,62.8,1.5499992,2.5556457,3.0,1485.0,0.39516290878295907,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:18:00,"{'contractSymbol': 'TSLA251219P00240000', 'strike': 240.0, 'currency': 'USD', 'lastPrice': 62.2, 'change': 1.5499992, 'percentChange': 2.5556457, 'volume': 3, 'openInterest': 1485, 'bid': 61.9, 'ask': 62.8, 'contractSize': 'REGULAR', 'expiration': 1766102400, 'lastTradeDate': 1692213480, 'impliedVolatility': 0.39516290878295907, 'inTheMoney': True}"
241.67,2023-09-15,call,TSLA230915C00241670,5.75,5.7,5.8,-3.0,-34.285717,900.0,2914.0,0.45654840332031255,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:59:52,"{'contractSymbol': 'TSLA230915C00241670', 'strike': 241.67, 'currency': 'USD', 'lastPrice': 5.75, 'change': -3.0, 'percentChange': -34.285717, 'volume': 900, 'openInterest': 2914, 'bid': 5.7, 'ask': 5.8, 'contractSize': 'REGULAR', 'expiration': 1694736000, 'lastTradeDate': 1692215992, 'impliedVolatility': 0.45654840332031255, 'inTheMoney': False}"
241.67,2023-09-15,put,TSLA230915P00241670,20.58,20.5,21.0,4.3999996,27.194065,187.0,3880.0,0.41870698486328123,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:54:46,"{'contractSymbol': 'TSLA230915P00241670', 'strike': 241.67, 'currency': 'USD', 'lastPrice': 20.58, 'change': 4.3999996, 'percentChange': 27.194065, 'volume': 187, 'openInterest': 3880, 'bid': 20.5, 'ask': 21.0, 'contractSize': 'REGULAR', 'expiration': 1694736000, 'lastTradeDate': 1692215686, 'impliedVolatility': 0.41870698486328123, 'inTheMoney': True}"
241.67,2024-03-15,call,TSLA240315C00241670,30.7,29.2,29.75,-3.5,-10.233918,15.0,1337.0,0.5238389901733399,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 15:48:20,"{'contractSymbol': 'TSLA240315C00241670', 'strike': 241.67, 'currency': 'USD', 'lastPrice': 30.7, 'change': -3.5, 'percentChange': -10.233918, 'volume': 15, 'openInterest': 1337, 'bid': 29.2, 'ask': 29.75, 'contractSize': 'REGULAR', 'expiration': 1710460800, 'lastTradeDate': 1692200900, 'impliedVolatility': 0.5238389901733399, 'inTheMoney': False}"
241.67,2024-03-15,put,TSLA240315P00241670,38.05,38.15,39.15,3.2999992,9.496401,1.0,1950.0,0.43079182495117196,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:28:31,"{'contractSymbol': 'TSLA240315P00241670', 'strike': 241.67, 'currency': 'USD', 'lastPrice': 38.05, 'change': 3.2999992, 'percentChange': 9.496401, 'volume': 1, 'openInterest': 1950, 'bid': 38.15, 'ask': 39.15, 'contractSize': 'REGULAR', 'expiration': 1710460800, 'lastTradeDate': 1692214111, 'impliedVolatility': 0.43079182495117196, 'inTheMoney': True}"
242.5,2023-08-18,call,TSLA230818C00242500,0.2,0.2,0.21,-0.78000003,-79.59184,22762.0,9671.0,0.58789474609375,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:59:56,"{'contractSymbol': 'TSLA230818C00242500', 'strike': 242.5, 'currency': 'USD', 'lastPrice': 0.2, 'change': -0.78000003, 'percentChange': -79.59184, 'volume': 22762, 'openInterest': 9671, 'bid': 0.2, 'ask': 0.21, 'contractSize': 'REGULAR', 'expiration': 1692316800, 'lastTradeDate': 1692215996, 'impliedVolatility': 0.58789474609375, 'inTheMoney': False}"
242.5,2023-08-18,put,TSLA230818P00242500,16.8,16.9,17.2,6.449999,62.318825,3755.0,9913.0,0.5537154003906251,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:58:32,"{'contractSymbol': 'TSLA230818P00242500', 'strike': 242.5, 'currency': 'USD', 'lastPrice': 16.8, 'change': 6.449999, 'percentChange': 62.318825, 'volume': 3755, 'openInterest': 9913, 'bid': 16.9, 'ask': 17.2, 'contractSize': 'REGULAR', 'expiration': 1692316800, 'lastTradeDate': 1692215912, 'impliedVolatility': 0.5537154003906251, 'inTheMoney': True}"
242.5,2023-08-25,call,TSLA230825C00242500,1.41,1.38,1.44,-1.84,-56.615387,9343.0,4515.0,0.46362841064453125,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:59:52,"{'contractSymbol': 'TSLA230825C00242500', 'strike': 242.5, 'currency': 'USD', 'lastPrice': 1.41, 'change': -1.84, 'percentChange': -56.615387, 'volume': 9343, 'openInterest': 4515, 'bid': 1.38, 'ask': 1.44, 'contractSize': 'REGULAR', 'expiration': 1692921600, 'lastTradeDate': 1692215992, 'impliedVolatility': 0.46362841064453125, 'inTheMoney': False}"
242.5,2023-08-25,put,TSLA230825P00242500,18.05,17.75,18.25,5.799999,47.34693,543.0,2631.0,0.45361874511718747,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:56:58,"{'contractSymbol': 'TSLA230825P00242500', 'strike': 242.5, 'currency': 'USD', 'lastPrice': 18.05, 'change': 5.799999, 'percentChange': 47.34693, 'volume': 543, 'openInterest': 2631, 'bid': 17.75, 'ask': 18.25, 'contractSize': 'REGULAR', 'expiration': 1692921600, 'lastTradeDate': 1692215818, 'impliedVolatility': 0.45361874511718747, 'inTheMoney': True}"
243.33,2024-01-19,call,TSLA240119C00243330,23.04,22.75,23.2,-3.959999,-14.666663,19.0,6149.0,0.5100757000732423,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:54:48,"{'contractSymbol': 'TSLA240119C00243330', 'strike': 243.33, 'currency': 'USD', 'lastPrice': 23.04, 'change': -3.959999, 'percentChange': -14.666663, 'volume': 19, 'openInterest': 6149, 'bid': 22.75, 'ask': 23.2, 'contractSize': 'REGULAR', 'expiration': 1705622400, 'lastTradeDate': 1692215688, 'impliedVolatility': 0.5100757000732423, 'inTheMoney': False}"
243.33,2024-01-19,put,TSLA240119P00243330,33.9,35.2,36.1,4.050001,13.5678425,99.0,2928.0,0.43164630859375,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 18:39:52,"{'contractSymbol': 'TSLA240119P00243330', 'strike': 243.33, 'currency': 'USD', 'lastPrice': 33.9, 'change': 4.050001, 'percentChange': 13.5678425, 'volume': 99, 'openInterest': 2928, 'bid': 35.2, 'ask': 36.1, 'contractSize': 'REGULAR', 'expiration': 1705622400, 'lastTradeDate': 1692211192, 'impliedVolatility': 0.43164630859375, 'inTheMoney': True}"
245.0,2023-08-18,call,TSLA230818C00245000,0.15,0.14,0.15,-0.51,-77.27273,32501.0,19637.0,0.6132851171875001,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:59:59,"{'contractSymbol': 'TSLA230818C00245000', 'strike': 245.0, 'currency': 'USD', 'lastPrice': 0.15, 'change': -0.51, 'percentChange': -77.27273, 'volume': 32501, 'openInterest': 19637, 'bid': 0.14, 'ask': 0.15, 'contractSize': 'REGULAR', 'expiration': 1692316800, 'lastTradeDate': 1692215999, 'impliedVolatility': 0.6132851171875001, 'inTheMoney': False}"
245.0,2023-08-18,put,TSLA230818P00245000,19.41,19.35,19.65,6.8099995,54.047615,2987.0,10587.0,0.5742230078125,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:59:35,"{'contractSymbol': 'TSLA230818P00245000', 'strike': 245.0, 'currency': 'USD', 'lastPrice': 19.41, 'change': 6.8099995, 'percentChange': 54.047615, 'volume': 2987, 'openInterest': 10587, 'bid': 19.35, 'ask': 19.65, 'contractSize': 'REGULAR', 'expiration': 1692316800, 'lastTradeDate': 1692215975, 'impliedVolatility': 0.5742230078125, 'inTheMoney': True}"
245.0,2023-08-25,call,TSLA230825C00245000,1.1,1.09,1.12,-1.5099999,-57.8544,9127.0,3564.0,0.46631393066406257,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:59:34,"{'contractSymbol': 'TSLA230825C00245000', 'strike': 245.0, 'currency': 'USD', 'lastPrice': 1.1, 'change': -1.5099999, 'percentChange': -57.8544, 'volume': 9127, 'openInterest': 3564, 'bid': 1.09, 'ask': 1.12, 'contractSize': 'REGULAR', 'expiration': 1692921600, 'lastTradeDate': 1692215974, 'impliedVolatility': 0.46631393066406257, 'inTheMoney': False}"
245.0,2023-08-25,put,TSLA230825P00245000,20.14,19.9,20.55,5.7599993,40.055626,446.0,3815.0,0.47022014160156256,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:57:25,"{'contractSymbol': 'TSLA230825P00245000', 'strike': 245.0, 'currency': 'USD', 'lastPrice': 20.14, 'change': 5.7599993, 'percentChange': 40.055626, 'volume': 446, 'openInterest': 3815, 'bid': 19.9, 'ask': 20.55, 'contractSize': 'REGULAR', 'expiration': 1692921600, 'lastTradeDate': 1692215845, 'impliedVolatility': 0.47022014160156256, 'inTheMoney': True}"
245.0,2023-09-01,call,TSLA230901C00245000,2.46,2.38,2.49,-1.9899998,-44.719097,1146.0,2292.0,0.4622856506347657,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:57:55,"{'contractSymbol': 'TSLA230901C00245000', 'strike': 245.0, 'currency': 'USD', 'lastPrice': 2.46, 'change': -1.9899998, 'percentChange': -44.719097, 'volume': 1146, 'openInterest': 2292, 'bid': 2.38, 'ask': 2.49, 'contractSize': 'REGULAR', 'expiration': 1693526400, 'lastTradeDate': 1692215875, 'impliedVolatility': 0.4622856506347657, 'inTheMoney': False}"
245.0,2023-09-01,put,TSLA230901P00245000,21.24,20.85,21.7,5.4399996,34.430374,155.0,1748.0,0.44824770507812495,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:50:09,"{'contractSymbol': 'TSLA230901P00245000', 'strike': 245.0, 'currency': 'USD', 'lastPrice': 21.24, 'change': 5.4399996, 'percentChange': 34.430374, 'volume': 155, 'openInterest': 1748, 'bid': 20.85, 'ask': 21.7, 'contractSize': 'REGULAR', 'expiration': 1693526400, 'lastTradeDate': 1692215409, 'impliedVolatility': 0.44824770507812495, 'inTheMoney': True}"
245.0,2023-09-08,call,TSLA230908C00245000,3.5,3.45,3.65,-2.3000002,-39.655174,4178.0,2986.0,0.4527642614746094,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:58:40,"{'contractSymbol': 'TSLA230908C00245000', 'strike': 245.0, 'currency': 'USD', 'lastPrice': 3.5, 'change': -2.3000002, 'percentChange': -39.655174, 'volume': 4178, 'openInterest': 2986, 'bid': 3.45, 'ask': 3.65, 'contractSize': 'REGULAR', 'expiration': 1694131200, 'lastTradeDate': 1692215920, 'impliedVolatility': 0.4527642614746094, 'inTheMoney': False}"
245.0,2023-09-08,put,TSLA230908P00245000,22.03,21.55,22.75,5.1400013,30.432219,119.0,2247.0,0.43604079589843747,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:58:23,"{'contractSymbol': 'TSLA230908P00245000', 'strike': 245.0, 'currency': 'USD', 'lastPrice': 22.03, 'change': 5.1400013, 'percentChange': 30.432219, 'volume': 119, 'openInterest': 2247, 'bid': 21.55, 'ask': 22.75, 'contractSize': 'REGULAR', 'expiration': 1694131200, 'lastTradeDate': 1692215903, 'impliedVolatility': 0.43604079589843747, 'inTheMoney': True}"
